isin	wkn	name	fundProvider	legalStructure	quote	quote52Low	quote52High	ytdReturnCUR	totalExpenseRatio	fiveYearVolatilityCUR	fiveYearReturnPerRiskCUR	yearVolatilityCUR	distributionPolicy	fundCurrency	yearDividendYield	threeMonthReturnCUR	monthReturnCUR	sixMonthReturnCUR	inceptionDate	threeYearVolatilityCUR	yearReturnPerRiskCUR	yearReturn2CUR	yearReturn4CUR	replicationMethod	hasSecuritiesLending	ticker	yearReturnCUR	threeYearReturnPerRiskCUR	domicileCountry	threeYearReturnCUR	valorNumber	currentDividendYield	yearReturn3CUR	fiveYearReturnCUR	weekReturnCUR	yearReturn1CUR	quoteMarket	quoteDate	labels	replicationStrategy	fundStructure	distributionFrequency	currencyRisk	fiscalYearEnd	UCITSCompliance	revisionCompany	indexType	securitiesLending	top10Holdings	exposureCountry_Netherlands	exposureCountry_United Kingdom	exposureCountry_Luxembourg	exposureCountry_Other	exposureSector_Technology	exposureSector_Consumer Staples	exposureSector_Industrials	exposureSector_Consumer Discretionary	exposureSector_Other	fundSizeMillions	exposureCountry_Belgium	exposureCountry_France	exposureSector_Financials	exposureSector_Basic Materials	exposureSector_Real Estate	exposureCountry_Austria	exposureSector_Utilities	exposureSector_Energy	exposureCountry_Serbia	exposureCountry_Romania	exposureSector_Health Care	exposureCountry_China	exposureCountry_Mexico	exposureCountry_Indonesia	exposureCountry_Saudi Arabia	exposureCountry_United Arab Emirates	exposureCountry_Malaysia	exposureCountry_South Korea	exposureCountry_Brazil	exposureCountry_Israel	exposureCountry_South Africa	exposureCountry_Qatar	exposureCountry_Uruguay	exposureCountry_Dominican Republic	exposureCountry_Italy	exposureCountry_Germany	exposureCountry_Spain	exposureCountry_United States	exposureSector_Telecommunication	exposureCountry_Japan	exposureCountry_Canada	exposureCountry_Australia	exposureCountry_Ireland	exposureCountry_Cayman Islands	exposureCountry_Hong Kong	exposureCountry_Bermuda	exposureCountry_Liberia	exposureCountry_Hungary	exposureCountry_Switzerland	exposureCountry_Singapore	exposureCountry_Taiwan	exposureCountry_Croatia	exposureCountry_New Zealand	exposureCountry_India	exposureCountry_Norway	exposureCountry_Finland	exposureCountry_Denmark	exposureCountry_Sweden	exposureCountry_country-gg	exposureCountry_Jersey	exposureCountry_Greece	exposureCountry_Chile	exposureCountry_Oman	exposureCountry_Philippines	exposureCountry_Ivory Coast	exposureCountry_Portugal	exposureCountry_Turkey	exposureCountry_Thailand	exposureCountry_Poland	exposureCountry_Argentina	exposureCountry_Macedonia	exposureCountry_Peru	exposureCountry_Russia	exposureCountry_Cyprus	exposureCountry_Colombia	exposureCountry_Czech Republic	exposureCountry_Slovakia	exposureCountry_Slovenia	exposureCountry_Bulgaria
IE00B60SX063	A0RGCP	Invesco STOXX Europe Mid 200 UCITS ETF	Invesco	ETF	98.45	82.04	107.4	0.0382	0.0035	0.1891	0.12	0.1921	Accumulating	EUR		0.0448	-0.0594	0.0956	3/30/09	0.1974	-0.43	0.1871	0.2595	Swap based Unfunded	No	SC0G	-0.0821	0.71	Ireland	0.4813	10128334		0.0038	0.1194	-0.0111	-0.1971	XETRA	3/21/23	'200', 'Equity', 'Europe', 'Cap'	Synthetic(Unfunded swap)	Open-ended Investment Company (OEIC)		Currency unhedged	30-Nov	Yes	PricewaterhouseCoopers	Total return index	No	[]	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE0005933998	593399	iShares STOXX Europe Mid 200 UCITS ETF (DE)	iShares	ETF	47.21	39.52	52.63	0.0401	0.002	0.189	0.15	0.1919	Distributing	EUR	0.026	0.0469	-0.0577	0.0993	4/4/05	0.1975	-0.39	0.1857	0.2862	Full replication	No	EXSD	-0.0751	0.74	Germany	0.5062	2119339	0.0289	0.0095	0.1519	-0.0094	-0.1941	XETRA	3/21/23	'200', 'Equity', 'Europe', 'Cap'	Physical(Full replication)	Contractual Fund	At least annually	Currency unhedged	30-Apr	Yes	Deloitte	Total return index	No	'MTU AERO ENGINES AG', 'MONCLER S.P.A.', 'INTERCONTL HOTELS ORD', 'ERSTE GRP. BANK AG', 'BOLIDEN AB', 'HANNOVER RÜCK SE', 'COMMERZBANK AG', 'BEIERSDORF AG', 'BURBERRY GRP. PLC', 'DELIVERY HERO SE'	0	0.226	0	0.4632	0	0	0.226	0.1173	0.4209	311	0	0.102	0.1375	0.0983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1287	0	0	0	0	0	0	0	0	0	0	0	0	0.0801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE0002635299	263529	iShares STOXX Europe Select Dividend 30 UCITS ETF (DE)	iShares	ETF	16.31	14.5	18.47	0.0009	0.0031	0.2065	0.22	0.1784	Distributing	EUR	0.0528	0.0109	-0.0846	0.0619	5/3/05	0.2264	-0.34	0.2353	0.2796	Full replication	No	EXSH	-0.0611	0.66	Germany	0.5182	2146130	0.0597	-0.0951	0.2546	-0.026	-0.1025	XETRA	3/21/23	'30', 'Equity', 'Europe', 'Dividend'	Physical(Full replication)	Contractual Fund	At least annually	Currency unhedged	31-May	Yes	Deloitte	Total return index	No	'RIO TINTO PLC', 'ACS S.A.', 'MOELLER MAERSK ORD', 'BNP PARIBAS SA', 'BAYERISCHE MOTOREN WERKE AG VZ.', 'LEG IMMOBILIEN AG', 'CREDIT AGRICOLE SA', 'HOLCIM LTD ORD', 'ASR NEDERLAND N.V', 'LEGAL & GENERAL GRP. PLC'	0	0.1751	0	0.355	0	0	0.1084	0	0.195	338	0	0.1904	0.3833	0.1477	0	0	0.1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0761	0.2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1812092168	LYX0Y9	Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist	Lyxor ETF	ETF	14.78	13.04	17.09	0	0.003	0.2069	0.22	0.1789	Distributing	EUR	0.0669	0.0104	-0.0857	0.0619	10/25/06	0.2262	-0.35	0.2446	0.263	Swap based Unfunded	No	SELD	-0.0625	0.67	Luxembourg	0.5245	42746037	0.0773	-0.0965	0.2507	-0.0266	-0.1014	XETRA	3/21/23	'30', 'Equity', 'Europe', 'Dividend'	Synthetic(Unfunded swap)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Oct	Yes	DELOITTE	Total return index	No	[]	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00B60SWZ49	A0RGCN	Invesco STOXX Europe Small 200 UCITS ETF	Invesco	ETF	61.14	51.28	70.76	0.0276	0.0035	0.1918	0.12	0.2092	Accumulating	EUR		0.0361	-0.0651	0.0876	3/30/09	0.203	-0.63	0.2243	0.2864	Swap based Unfunded	No	SC0F	-0.1312	0.69	Ireland	0.4832	10128054		0.0442	0.1234	-0.0098	-0.2423	XETRA	3/21/23	'200', 'Equity', 'Europe', 'Cap'	Synthetic(Unfunded swap)	Open-ended Investment Company (OEIC)		Currency unhedged	30-Nov	Yes	PricewaterhouseCoopers	Total return index	No	[]	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE000A0D8QZ7	A0D8QZ	iShares STOXX Europe Small 200 UCITS ETF (DE)	iShares	ETF	29.88	25.07	35.18	0.031	0.002	0.1915	0.15	0.2087	Distributing	EUR	0.0215	0.0397	-0.0617	0.0929	4/4/05	0.2027	-0.6	0.2227	0.3107	Full replication	No	EXSE	-0.1244	0.71	Germany	0.5	2119344	0.0252	0.0453	0.1473	-0.0068	-0.2411	XETRA	3/21/23	'200', 'Equity', 'Europe', 'Cap'	Physical(Full replication)	Contractual Fund	At least annually	Currency unhedged	30-Apr	Yes	Deloitte	Total return index	No	'INTL. CONS. AIRLINES GRP. SA', 'JUST EAT TAKEAWAY.COM NV', 'AIB GROUP ORD', 'IMI PLC', 'BANKINTER, SA', 'SECURITAS AB -B', 'ALTEN', 'KGHM POLSKA MIEDZ S.A.', 'KNORR-BREMSE AG', 'SPECTRIS ORD'	0	0.2308	0	0.4104	0	0	0.179	0.1004	0.4956	398	0	0.1217	0.1437	0	0	0	0	0	0	0	0.0813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE000ETFL037	ETFL03	Deka STOXX Europe Strong Growth 20 UCITS ETF	Deka ETFs	ETF	44.84	36.82	58.24	0.075	0.0065	0.234	0.32	0.2732	Distributing	EUR	0.0346	0.0789	-0.0222	0.1381	3/14/08	0.2482	-0.58	0.2611	0.4769	Full replication	Yes	EL4C	-0.1575	0.53	Germany	0.449		0.0428	0.2503	0.4273	0.0183	-0.3652	XETRA	3/21/23	'20', 'Equity', 'Europe', 'Growth'	Physical(Full replication)	Contractual Fund	Quarterly	Currency unhedged	31-Jan	Yes	KPMG AG Wirtschaftsprüfungsgesellschaft	Price index	Yes	'HERMES INTL. SA', 'ASML HOLDING ORD', 'EVOLUTION AB ORD', 'DINO POLSKA ORD SHS', 'NOVO NORDISK A/S -B', 'FERRARI N.V.', 'VAT GROUP ORD', 'PUMA SE', 'CARL ZEISS MEDITEC AG', 'ADYEN NV ORD'	0.1575	0	0	0.4492	0.1763	0	0.1357	0.1656	0.2864	298	0	0.1043	0	0	0	0	0	0	0	0	0.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1458	0.1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE000ETFL052	ETFL05	Deka STOXX Europe Strong Style Composite 40 UCITS ETF	Deka ETFs	ETF	32.11	26.42	39.05	0.0575	0.0066	0.2103	0.28	0.2506	Distributing	EUR	0.02	0.0686	-0.0829	0.1056	3/14/08	0.2303	-0.59	0.2419	0.3139	Full replication	Yes	EL4E	-0.1471	0.7	Germany	0.5686		0.024	0.1466	0.3266	-0.0244	-0.2864	XETRA	3/21/23	'40', 'Equity', 'Europe', 'Value'	Physical(Full replication)	Contractual Fund	Quarterly	Currency unhedged	31-Jan	Yes	KPMG AG Wirtschaftsprüfungsgesellschaft	Price index	Yes	'SAIPEM ORD', 'KGHM POLSKA MIEDZ S.A.', 'SARAS S.P.A. - RAFFINERIE SARDE', 'EASYJET PLC', 'VALLOUREC ORD', 'FAURECIA SA ORD', 'DELIVERY HERO SE', 'HERMES INTL. SA', 'ASML HOLDING ORD', 'RENAULT SA'	0	0	0	0.4618	0.0983	0	0.2336	0.231	0.258	43	0	0.1671	0	0	0	0	0	0	0	0	0.1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1106	0.1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE000ETFL045	ETFL04	Deka STOXX Europe Strong Value 20 UCITS ETF	Deka ETFs	ETF	20.21	16.54	23.75	0.04	0.0066	0.2441	0.12	0.2731	Distributing	EUR	0	0.0584	-0.1342	0.0763	3/14/08	0.2833	-0.54	0.2093	0.1813	Full replication	Yes	EL4D	-0.1469	0.6	Germany	0.603		0	0.0029	0.1498	-0.0626	-0.2044	XETRA	3/21/23	'20', 'Equity', 'Europe', 'Value'	Physical(Full replication)	Contractual Fund	Quarterly	Currency unhedged	31-Jan	Yes	KPMG AG Wirtschaftsprüfungsgesellschaft	Price index	Yes	'SAIPEM ORD', 'KGHM POLSKA MIEDZ S.A.', 'SARAS S.P.A. - RAFFINERIE SARDE', 'EASYJET PLC', 'VALLOUREC ORD', 'FAURECIA SA ORD', 'DELIVERY HERO SE', 'RENAULT SA', 'AIR FRANCE - KLM', 'PGS PETROLEUM GEO-SERVICES ASA'	0	0.1955	0	0.3109	0	0	0.3177	0.2871	0.1222	29	0	0.2191	0	0	0	0	0	0.1429	0	0	0.1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00023EZQ82	A3C5LR	iShares Digital Entertainment and Education UCITS ETF USD (Acc)	iShares	ETF	5	4.34	5.33	0.1219	0.004				Accumulating	USD		0.1194	-0.0158	0.0552	6/28/22					Optimized sampling	No	CBUN			Ireland		114848678				0.0269		XETRA	3/21/23	'Education', 'Equity', 'World', 'Social/Environmental', 'Digitalisation'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	31-May	Yes	Deloitte		No	'NETFLIX INC', 'APPLE INC', 'ACTIVISION BLIZZARD INC', 'NINTENDO CO LTD', 'NVIDIA CORP', 'XIAOMI CORP.', 'MEDIATEK INC ORD', 'ELECTRONIC ARTS', 'ADVANCED MICRO DEVICES INC', 'EVOLUTION AB ORD'	0	0	0	0.1729	0.3776	0	0	0.1002	0.0255	15	0	0	0	0	0	0	0	0	0	0	0	0.0599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5719	0.4967	0.135	0	0	0	0	0	0	0	0	0	0	0.0603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BG0J4C88	A2JMGE	iShares Digital Security UCITS ETF USD (Acc)	iShares	ETF	5.79	5.37	6.75	0.0474	0.004			0.2421	Accumulating	USD		0.0342	-0.0352	-0.0336	9/7/18	0.2084	-0.49	0.2613	0.3095	Optimized sampling	Yes	L0CK	-0.1181	0.77	Ireland	0.5625	41860931		0.1596		0.0159	-0.2417	Last	3/21/23	'Security', 'Equity', 'World', 'Technology', 'Cybersecurity'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	31-May	Yes	Deloitte	Total return index	Yes	'NUTANIX INC -A', 'ORACLE CORP', 'ARISTA NETWORKS INC', 'BOX INC', 'EQUINIX INC', 'CIENA CORP', 'TIS INC ORD', 'CISCO SYSTEMS INC', 'BOOZ ALLEN HAMILTON HOLDING CL A ORD', 'OTSUKA SHOKAI ORD'	0	0	0	0.1947	0.8279	0	0.0595	0.0028	0.0739	"1,554"	0	0	0	0	0.0359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307	0	0	0	0	0	0.0323	0	0.6133	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BG0J4841	A2JNYG	iShares Digital Security UCITS ETF USD (Dist)	iShares	ETF	6.46	5.99	7.56	0.0474	0.004			0.2407	Distributing	USD	0.0053	0.0339	-0.0346	-0.0337	10/29/18	0.2078	-0.49	0.2602	0.3104	Optimized sampling	Yes	IS4S	-0.1176	0.77	Ireland	0.5624	42231359	0.0061	0.1608		0.0158	-0.2407	Last	3/21/23	'Security', 'Equity', 'World', 'Technology', 'Cybersecurity'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)	Semi annually	Currency unhedged	31-May	Yes	Deloitte	Total return index	Yes	'NUTANIX INC -A', 'ARISTA NETWORKS INC', 'ORACLE CORP', 'BOX INC', 'EQUINIX INC', 'TIS INC ORD', 'CIENA CORP', 'CISCO SYSTEMS INC', 'BOOZ ALLEN HAMILTON HOLDING CL A ORD', 'OTSUKA SHOKAI ORD'	0	0	0	0.1947	0.8279	0	0.0595	0.0028	0.0739	110	0	0	0	0	0.0359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307	0	0	0	0	0	0.0323	0	0.6133	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BGL86Z12	A2N9FP	iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc)	iShares	ETF	6.38	5.54	6.85	0.1168	0.004			0.2242	Accumulating	USD		0.0974	-0.0526	0.008	2/20/19	0.2201	-0.03	0.2664		Optimized sampling	Yes	IEVD	-0.0063	1.32	Ireland	1.1463	44880650		0.2042		-0.0156	-0.2281	XETRA	3/21/23	'Technology', 'Equity', 'World', 'Technology', 'Mobility'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	31-May	Yes	Deloitte	Total return index	Yes	'DELTA ELEC NVDR', 'SAMSUNG SDI ORD', 'PACCAR INC', 'WEG ON ORD', 'SUZUKI MOTOR CORP', 'STMICROELECTRONICS NV', 'INFINEON TECHNOLOGIES AG', 'BORGWARNER ORD', 'DELTA ELECTRONIC ORD', 'ON SEMICONDUCTOR CORP'	0	0	0	0.3826	0.3121	0	0.0913	0.502	0.093	798	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.0763	0	0.326	0	0.1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE000A0F5UH1	A0F5UH	iShares STOXX Global Select Dividend 100 UCITS ETF (DE)	iShares	ETF	27.22	26.4	31.1	-0.0226	0.0046	0.1607	0.32	0.1124	Distributing	EUR	0.0476	-0.0152	-0.0796	-0.0115	9/25/09	0.1698	-0.6	0.2317	0.2373	Full replication	No	ISPA	-0.0679	0.98	Germany	0.589	10533073	0.0538	-0.092	0.2871	-0.0196	-0.0228	XETRA	3/21/23	'100', 'Equity', 'World', 'Dividend'	Physical(Full replication)	Company With Variable Capital (SICAV)	At least annually	Currency unhedged	1-Mar	Yes	Deloitte	Total return index	No	'FORTESCUE METALS GROUP ORD', 'SITC ORD', 'RIO TINTO PLC', 'RIO TINTO LTD', 'ACS S.A.', 'MITSUI O.S.K.LINES LTD', 'SUN HUNG KAI PROPERTIES LTD', 'SUNCORP GRP. LTD', 'MOELLER MAERSK ORD', 'BNP PARIBAS SA'	0	0	0	0.4784	0	0	0	0	0.2837	"2,107"	0	0	0.3399	0.1496	0.1024	0	0.1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172	0	0.0989	0	0.1264	0	0	0.1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU0292096186	DBX1DG	Xtrackers STOXX Global Select Dividend 100 Swap UCITS ETF 1D	Xtrackers	ETF	26.99	26.29	32.34	-0.0224	0.005	0.1618	0.33	0.1155	Distributing	EUR	0.0938	-0.0154	-0.0803	-0.0103	6/1/07	0.1706	-0.56	0.226	0.2315	Swap based Unfunded	No	DXSB	-0.0646	1	Luxembourg	0.6022	3067384	0.1108	-0.0853	0.2935	-0.0205	-0.0142	XETRA	3/21/23	'100', 'Equity', 'World', 'Dividend'	Synthetic(Unfunded swap)	Company With Variable Capital (SICAV)	Annually	Currency unhedged	31-Dec	Yes	Ernst & Young S.A.	Total return index	No	[]	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BKTLJC87	A2PQUB	iShares Smart City Infrastructure UCITS ETF USD (Acc)	iShares	ETF	5.76	5.22	6.3	0.0399	0.004			0.1895	Accumulating	USD		0.0324	-0.0402	0.0124	3/3/20	0.1761	-0.45	0.3202		Optimized sampling	No	AYEU	-0.0847	1.07	Ireland	0.6804	49709866				0.0035	-0.1751	XETRA	3/21/23	'Infrastructure', 'Equity', 'World', 'Infrastructure'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	31-May	Yes	Deloitte	Total return index	No	'BAYCURRENT CONSULTING ORD SHS', 'CLEAN HARBORS ORD', 'EVOQUA WATER TECHNOLOGIES CORP', 'XYLEM INC', 'AECOM', 'KEYSIGHT TECHNOLOGIES IN', 'AMETEK INC', 'MOTOROLA SOLUTIONS ORD', 'KEYENCE CORP', 'ATKORE ORD'	0	0.0568	0	0.2998	0.3693	0	0.4473	0	0.0993	277	0	0	0	0	0.0322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4778	0.0519	0.1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BKTLJB70	A2PQUC	iShares Smart City Infrastructure UCITS ETF USD (Dist)	iShares	ETF	5.59	5.06	6.14	0.0377	0.004			0.1916	Distributing	USD	0.0112	0.03	-0.0435	0.0112	3/3/20	0.1777	-0.45	0.3192		Optimized sampling	No	AYEV	-0.0865	1.06	Ireland	0.6769	49709876	0.0124			0.0018	-0.1739	Last	3/21/23	'Infrastructure', 'Equity', 'World', 'Infrastructure'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)	Semi annually	Currency unhedged	31-May	Yes	Deloitte	Total return index	No	'BAYCURRENT CONSULTING ORD SHS', 'CLEAN HARBORS ORD', 'EVOQUA WATER TECHNOLOGIES CORP', 'XYLEM INC', 'AECOM', 'KEYSIGHT TECHNOLOGIES IN', 'AMETEK INC', 'MOTOROLA SOLUTIONS ORD', 'KEYENCE CORP', 'ATKORE ORD'	0	0.0568	0	0.2998	0.3693	0	0.4473	0	0.0993	46	0	0	0	0	0.0322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4778	0.0519	0.1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE0005933972	593397	iShares TecDAX UCITS ETF (DE)	iShares	ETF	28.94	23.4	30.29	0.1008	0.0051	0.2205	0.14	0.2253	Accumulating	EUR		0.108	-0.0144	0.156	4/6/01	0.2214	-0.14	0.2072	0.2249	Full replication	No	EXS2	-0.0313	0.47	Germany	0.3455	1225079		0.0631	0.1677	0.0073	-0.2598	XETRA	3/21/23	'TecDAX®', 'Equity', 'Germany', 'Technology'	Physical(Full replication)	Contractual Fund		Currency unhedged	30-Apr	Yes	Deloitte	Total return index	No	'DEUTSCHE TELEKOM AG', 'SAP SE', 'INFINEON TECHNOLOGIES AG', 'SIEMENS HEALTHINEERS AG', 'SARTORIUS AG VZ.', 'QIAGEN NV', 'CARL ZEISS MEDITEC AG', 'BECHTLE AG', 'NEMETSCHEK SE', 'AIXTRON SE'	0.0911	0	0	0.0123	0.369	0	0.0253	0	0.0419	809	0	0	0	0	0	0	0	0	0	0	0.3986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8852	0	0.0114	0.1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE000A2QP323	A2QP32	iShares TecDAX® UCITS ETF (DE) EUR (Dist)	iShares	ETF	4.5	3.64	4.73	0.1007	0.0051			0.2262	Distributing	EUR	0.003	0.1062	-0.0154	0.1546	4/27/21		-0.14			Full replication	No	EXIB	-0.0312		Germany		110461709	0.0031			0.0067	-0.2628	XETRA	3/21/23	'TecDAX®', 'Equity', 'Germany', 'Technology'	Physical(Full replication)	Contractual Fund	Quarterly	Currency unhedged	30-Apr	Yes	Deloitte	Total return index	No	'DEUTSCHE TELEKOM AG', 'SAP SE', 'INFINEON TECHNOLOGIES AG', 'SIEMENS HEALTHINEERS AG', 'SARTORIUS AG VZ.', 'QIAGEN NV', 'CARL ZEISS MEDITEC AG', 'BECHTLE AG', 'NEMETSCHEK SE', 'AIXTRON SE'	0.0911	0	0	0.0123	0.369	0	0.0253	0	0.0419	7	0	0	0	0	0	0	0	0	0	0	0.3986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8852	0	0.0114	0.1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE000ETF9082	ETF908	Lyxor 1 TecDAX® UCITS ETF	Lyxor ETF	ETF	24.49	19.81	25.9	0.1011	0.004	0.2202	0.15	0.2242	Distributing	EUR	0.0094	0.1081	-0.0145	0.1564	10/27/16	0.2213	-0.13	0.2141	0.2274	Full replication	No	E908	-0.0302	0.47	Germany	0.3486	34442973	0.0098	0.0608	0.1719	0.007	-0.2608	XETRA	3/21/23	'TecDAX®', 'Equity', 'Germany', 'Technology'	Physical(Full replication)	Contractual Fund	At least annually	Currency unhedged	30-Jun	Yes	Ernst & Young	Total return index	No	'DEUTSCHE TELEKOM AG', 'INFINEON TECHNOLOGIES AG', 'SAP SE', 'SIEMENS HEALTHINEERS AG', 'SARTORIUS AG VZ.', 'QIAGEN NV', 'CARL ZEISS MEDITEC AG', 'BECHTLE AG', 'NEMETSCHEK SE', 'VANTAGE TOWERS ORD'	0.0918	0	0	0.0066	0.3688	0	0.0254	0	0.0425	96	0	0	0	0	0	0	0	0	0	0	0.3982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0	0.0116	0.1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BL643144	A2QB9J	HANetf Digital Infrastructure and Connectivity UCITS ETF	HANetf	ETF	7.24	6.6	8.36	0.0636	0.0069			0.2938	Accumulating	USD		0.0668	-0.0388	0	10/8/20		-0.43	0.2943		Full replication	No	DIGI	-0.1264		Ireland		57473380				0.0375	-0.2716	XETRA	3/21/23	'Infrastructure', 'Equity', 'World', 'Technology', 'Digitalisation'	Physical(Full replication)	Open-ended Investment Company (OEIC)		Currency unhedged	31-Mar	Yes	Ernst and Young	Total return index	No	'ADVANCED MICRO DEVICES INC', 'MEDIATEK INC ORD', 'INTEL CORP', 'AWSC ORD', 'MAXLINEAR CL A ORD', 'SKYWORKS SOLUTIONS ORD', 'QORVO INC', 'INFINEON TECHNOLOGIES AG', 'BROADCOM LIMITED ORD', 'MARVELL TECHNOLOGY ORD'	0	0	0	0.1121	0.8119	0	0.0112	0	0.062	20	0	0	0	0	0.0807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0.7635	0.0342	0	0.0288	0	0	0	0	0	0	0	0	0	0.0686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
